rent,area,type,bathrooms,furnished_type,localityclass,city
55000,1350,2,2,Unfurnished,class2,Mumbai
70000,1150,2,2,Furnished,class1,Mumbai
50000,1000,2,2,Semi-Furnished,class2,Mumbai
85000,1400,3,3,Semi-Furnished,class1,Mumbai
24000,750,1,2,Unfurnished,class2,Mumbai
30000,600,1,2,Semi-Furnished,class2,Mumbai
55000,1250,2,2,Semi-Furnished,class2,Mumbai
65000,910,2,2,Furnished,class1,Mumbai
60000,1050,2,2,Semi-Furnished,class1,Mumbai
75000,1050,2,2,Semi-Furnished,class1,Mumbai
58000,625,1,1,Furnished,class1,Mumbai
60000,1400,2,2,Unfurnished,class2,Mumbai
80000,1100,2,2,Furnished,class1,Mumbai
90000,1500,3,3,Semi-Furnished,class1,Mumbai
90000,1850,3,3,Semi-Furnished,class2,Mumbai
70000,1100,2,2,Furnished,class1,Mumbai
80000,1150,2,2,Furnished,class1,Mumbai
50000,1050,2,2,Semi-Furnished,class2,Mumbai
85000,1200,2,2,Furnished,class1,Mumbai
80000,1100,3,3,Semi-Furnished,class1,Mumbai
35000,550,1,1,Furnished,class1,Mumbai
36000,600,1,1,Furnished,class1,Mumbai
78000,1050,2,2,Semi-Furnished,class1,Mumbai
78000,1360,3,3,Furnished,class1,Mumbai
70000,1300,3,3,Semi-Furnished,class1,Mumbai
65000,1100,2,2,Furnished,class1,Mumbai
45000,950,2,2,Semi-Furnished,class2,Mumbai
65000,1250,2,2,Unfurnished,class1,Mumbai
57000,1050,2,2,Furnished,class1,Mumbai
60000,1100,2,2,Semi-Furnished,class1,Mumbai
50000,625,1,1,Semi-Furnished,class1,Mumbai
90000,1850,3,3,Semi-Furnished,class2,Mumbai
90000,1450,3,3,Semi-Furnished,class1,Mumbai
31000,750,1,2,Semi-Furnished,class2,Mumbai
50000,1100,2,2,Furnished,class2,Mumbai
72000,1250,2,2,Semi-Furnished,class1,Mumbai
26000,600,1,2,Semi-Furnished,class2,Mumbai
28000,750,1,2,Semi-Furnished,class2,Mumbai
11000,980,2,2,Semi-Furnished,class3,Mumbai
35000,1450,3,2,Unfurnished,class2,Mumbai
12500,500,1,2,Semi-Furnished,class2,Mumbai
75000,650,1,2,Furnished,class1,Mumbai
35000,590,2,2,Furnished,class1,Mumbai
45000,450,1,1,Semi-Furnished,class1,Mumbai
22000,450,1,1,Semi-Furnished,class2,Mumbai
5625,625,1,1,Unfurnished,class3,Mumbai
70000,862,2,2,Semi-Furnished,class1,Mumbai
45000,540,1,1,Semi-Furnished,class1,Mumbai
50000,518,1,1,Semi-Furnished,class1,Mumbai
36000,632,1,1,Semi-Furnished,class1,Mumbai
75000,1250,3,3,Unfurnished,class1,Mumbai
24000,710,1,1,Furnished,class2,Mumbai
16000,560,1,1,Semi-Furnished,class2,Mumbai
22000,650,1,1,Semi-Furnished,class2,Mumbai
80000,1000,2,2,Semi-Furnished,class1,Mumbai
19000,780,1,2,Semi-Furnished,class2,Mumbai
24000,750,1,2,Furnished,class2,Mumbai
22000,650,1,1,Semi-Furnished,class2,Mumbai
78000,950,2,2,Semi-Furnished,class1,Mumbai
8000,800,2,1,Unfurnished,class3,Mumbai
80000,950,2,2,Unfurnished,class1,Mumbai
16000,1650,3,2,Semi-Furnished,class3,Mumbai
26999,310,1,1,Furnished,class1,Mumbai
33000,1250,2,2,Unfurnished,class2,Mumbai
78999,950,2,2,Furnished,class1,Mumbai
50000,650,2,1,Furnished,class1,Mumbai
45000,515,1,2,Unfurnished,class1,Mumbai
44999,850,2,2,Semi-Furnished,class1,Mumbai
22000,1080,2,2,Semi-Furnished,class2,Mumbai
25000,1115,2,1,Semi-Furnished,class2,Mumbai
16000,1650,3,2,Semi-Furnished,class3,Mumbai
22000,1080,2,2,Semi-Furnished,class2,Mumbai
25000,1674,3,3,Semi-Furnished,class3,Mumbai
50000,625,1,1,Semi-Furnished,class1,Mumbai
30000,1000,2,2,Furnished,class2,Mumbai
35000,550,1,1,Furnished,class1,Mumbai
17001,350,1,1,Furnished,class2,Mumbai
23000,600,1,2,Unfurnished,class2,Mumbai
11000,690,1,1,Unfurnished,class2,Mumbai
48000,600,1,1,Semi-Furnished,class1,Mumbai
26000,1350,3,3,Unfurnished,class2,Mumbai
17000,1150,2,2,Semi-Furnished,class3,Mumbai
85000,900,2,2,Unfurnished,class1,Mumbai
80000,900,2,2,Furnished,class1,Mumbai
85000,850,2,2,Semi-Furnished,class1,Mumbai
60000,650,1,1,Furnished,class1,Mumbai
85000,950,2,2,Furnished,class1,Mumbai
29000,1000,2,2,Semi-Furnished,class2,Mumbai
79999,900,2,2,Unfurnished,class1,Mumbai
5000,400,1,1,Unfurnished,class3,Mumbai
25000,560,1,1,Unfurnished,class2,Mumbai
16000,950,2,2,Semi-Furnished,class2,Mumbai
85000,950,2,2,Furnished,class1,Mumbai
11000,595,1,1,Semi-Furnished,class2,Mumbai
27000,1310,3,3,Furnished,class2,Mumbai
25000,1150,3,2,Furnished,class2,Mumbai
40000,890,2,2,Semi-Furnished,class2,Mumbai
23000,370,1,1,Semi-Furnished,class1,Mumbai
24000,560,1,1,Unfurnished,class2,Mumbai
60000,980,2,2,Semi-Furnished,class1,Mumbai
40000,850,2,1,Semi-Furnished,class2,Mumbai
40000,555,1,2,Semi-Furnished,class1,Mumbai
40000,1250,2,2,Furnished,class2,Mumbai
65000,1800,3,3,Furnished,class2,Mumbai
48000,950,2,2,Furnished,class1,Mumbai
36000,1100,2,2,Furnished,class2,Mumbai
28000,400,1,1,Semi-Furnished,class1,Mumbai
25000,560,1,1,Unfurnished,class2,Mumbai
40500,650,1,2,Furnished,class1,Mumbai
85000,900,2,2,Furnished,class1,Mumbai
24000,550,1,2,Unfurnished,class2,Mumbai
47000,750,2,2,Semi-Furnished,class1,Mumbai
50000,750,2,2,Furnished,class1,Mumbai
23000,850,2,2,Unfurnished,class2,Mumbai
23000,900,2,2,Unfurnished,class2,Mumbai
10500,620,1,1,Semi-Furnished,class2,Mumbai
6000,650,1,2,Unfurnished,class3,Mumbai
8000,850,2,2,Unfurnished,class3,Mumbai
45000,460,1,1,Furnished,class1,Mumbai
16000,200,1,1,Semi-Furnished,class1,Mumbai
45000,750,2,2,Semi-Furnished,class1,Mumbai
50000,600,1,2,Semi-Furnished,class1,Mumbai
75000,1410,3,3,Furnished,class1,Mumbai
12500,350,1,1,Unfurnished,class2,Mumbai
17000,425,1,1,Unfurnished,class2,Mumbai
26000,570,1,2,Semi-Furnished,class2,Mumbai
15000,700,1,2,Unfurnished,class2,Mumbai
46000,1250,2,2,Semi-Furnished,class2,Mumbai
50000,600,1,1,Furnished,class1,Mumbai
40000,750,2,2,Furnished,class1,Mumbai
40000,780,2,2,Furnished,class1,Mumbai
65000,800,2,2,Semi-Furnished,class1,Mumbai
50000,850,2,2,Furnished,class1,Mumbai
60000,850,2,2,Furnished,class1,Mumbai
40000,2000,4,4,Furnished,class2,Mumbai
30000,950,2,2,Semi-Furnished,class2,Mumbai
45000,900,2,2,Semi-Furnished,class2,Mumbai
25000,950,2,2,Unfurnished,class2,Mumbai
20000,650,1,1,Semi-Furnished,class2,Mumbai
13500,300,1,1,Unfurnished,class2,Mumbai
10500,620,1,1,Semi-Furnished,class2,Mumbai
48000,900,2,2,Semi-Furnished,class1,Mumbai
13500,300,1,1,Unfurnished,class2,Mumbai
10500,620,1,1,Semi-Furnished,class2,Mumbai
48000,900,2,2,Semi-Furnished,class1,Mumbai
25000,900,2,2,Semi-Furnished,class2,Mumbai
90000,850,2,3,Furnished,class1,Mumbai
55000,750,2,2,Unfurnished,class1,Mumbai
80000,1200,3,3,Unfurnished,class1,Mumbai
32000,600,1,1,Unfurnished,class1,Mumbai
26000,570,1,2,Semi-Furnished,class2,Mumbai
15000,700,1,2,Unfurnished,class2,Mumbai
46000,1250,2,2,Semi-Furnished,class2,Mumbai
55000,1350,3,3,Semi-Furnished,class2,Mumbai
21000,425,1,1,Semi-Furnished,class2,Mumbai
32000,1200,3,2,Semi-Furnished,class2,Mumbai
45000,460,1,1,Furnished,class1,Mumbai
16000,200,1,1,Semi-Furnished,class1,Mumbai
45000,750,2,2,Semi-Furnished,class1,Mumbai
10500,620,1,1,Semi-Furnished,class2,Mumbai
47000,750,2,2,Semi-Furnished,class1,Mumbai
50000,750,2,2,Furnished,class1,Mumbai
24000,560,1,1,Unfurnished,class2,Mumbai
85000,950,2,2,Furnished,class1,Mumbai
40000,850,2,1,Semi-Furnished,class2,Mumbai
55000,1350,3,3,Semi-Furnished,class2,Mumbai
50000,600,1,1,Furnished,class1,Mumbai
21000,425,1,1,Semi-Furnished,class2,Mumbai
32000,1200,3,2,Semi-Furnished,class2,Mumbai
40000,2000,4,4,Furnished,class2,Mumbai
30000,950,2,2,Semi-Furnished,class2,Mumbai
45000,900,2,2,Semi-Furnished,class2,Mumbai
25000,950,2,2,Unfurnished,class2,Mumbai
20000,650,1,1,Semi-Furnished,class2,Mumbai
40000,555,1,2,Semi-Furnished,class1,Mumbai
11000,595,1,1,Semi-Furnished,class2,Mumbai
27000,1310,3,3,Furnished,class2,Mumbai
25000,1150,3,2,Furnished,class2,Mumbai
24000,600,1,1,Furnished,class2,Mumbai
24000,600,1,1,Semi-Furnished,class2,Mumbai
60000,1200,2,2,Semi-Furnished,class2,Mumbai
53000,1050,2,2,Semi-Furnished,class1,Mumbai
43000,1860,3,3,Unfurnished,class2,Mumbai
22000,550,1,1,Furnished,class2,Mumbai
21000,550,1,1,Semi-Furnished,class2,Mumbai
25000,736,1,1,Semi-Furnished,class2,Mumbai
65000,1500,3,3,Semi-Furnished,class2,Mumbai
31000,610,1,2,Semi-Furnished,class1,Mumbai
52000,1200,2,2,Semi-Furnished,class2,Mumbai
20000,690,1,1,Furnished,class2,Mumbai
11000,680,1,1,Unfurnished,class2,Mumbai
55000,1100,3,3,Unfurnished,class2,Mumbai
40000,900,2,2,Furnished,class2,Mumbai
25000,550,1,1,Furnished,class2,Mumbai
24000,550,1,1,Furnished,class2,Mumbai
36000,1250,3,3,Furnished,class2,Mumbai
23000,550,1,1,Furnished,class2,Mumbai
50000,850,2,2,Furnished,class1,Mumbai
60000,850,2,2,Furnished,class1,Mumbai
25000,900,2,2,Semi-Furnished,class2,Mumbai
10500,620,1,1,Semi-Furnished,class2,Mumbai
16000,200,1,1,Semi-Furnished,class1,Mumbai
45000,750,2,2,Semi-Furnished,class1,Mumbai
13500,300,1,1,Unfurnished,class2,Mumbai
10500,620,1,1,Semi-Furnished,class2,Mumbai
48000,900,2,2,Semi-Furnished,class1,Mumbai
50000,625,1,1,Semi-Furnished,class1,Mumbai
23000,850,2,2,Unfurnished,class2,Mumbai
23000,900,2,2,Unfurnished,class2,Mumbai
47000,750,2,2,Semi-Furnished,class1,Mumbai
50000,750,2,2,Furnished,class1,Mumbai
12500,350,1,1,Unfurnished,class2,Mumbai
17000,425,1,1,Unfurnished,class2,Mumbai
85000,900,2,2,Furnished,class1,Mumbai
24000,550,1,2,Unfurnished,class2,Mumbai
6000,650,1,2,Unfurnished,class3,Mumbai
8000,850,2,2,Unfurnished,class3,Mumbai
9000,667,1,1,Unfurnished,class3,Mumbai
18000,1000,2,2,Unfurnished,class2,Mumbai
14000,720,1,2,Unfurnished,class2,Mumbai
35000,1250,3,3,Semi-Furnished,class2,Mumbai
38000,1120,2,2,Semi-Furnished,class2,Mumbai
12000,650,1,2,Semi-Furnished,class2,Mumbai
18500,550,1,1,Unfurnished,class2,Mumbai
30000,800,2,2,Furnished,class2,Mumbai
14000,340,1,1,Semi-Furnished,class2,Mumbai
28000,590,1,2,Unfurnished,class2,Mumbai
75000,1325,3,3,Semi-Furnished,class1,Mumbai
31000,590,1,2,Unfurnished,class1,Mumbai
55000,980,2,2,Unfurnished,class1,Mumbai
26000,550,1,2,Semi-Furnished,class2,Mumbai
32000,450,1,2,Unfurnished,class1,Mumbai
22000,750,2,2,Unfurnished,class2,Mumbai
30000,900,2,2,Furnished,class2,Mumbai
55000,650,1,2,Semi-Furnished,class1,Mumbai
42000,750,2,2,Unfurnished,class1,Mumbai
33000,550,1,1,Semi-Furnished,class1,Mumbai
15000,270,1,1,Unfurnished,class1,Mumbai
11500,610,1,2,Semi-Furnished,class2,Mumbai
44999,650,1,2,Semi-Furnished,class1,Mumbai
29999,350,1,1,Furnished,class1,Mumbai
78000,1000,2,2,Semi-Furnished,class1,Mumbai
40000,900,2,2,Semi-Furnished,class2,Mumbai
13500,690,1,1,Unfurnished,class2,Mumbai
36000,1156,2,2,Furnished,class2,Mumbai
29000,590,1,1,Semi-Furnished,class2,Mumbai
35000,615,1,2,Furnished,class1,Mumbai
35000,590,1,1,Furnished,class1,Mumbai
35000,1250,2,2,Semi-Furnished,class2,Mumbai
13500,340,1,1,Unfurnished,class2,Mumbai
23000,550,1,1,Unfurnished,class2,Mumbai
17000,410,1,2,Unfurnished,class2,Mumbai
29000,575,1,2,Furnished,class1,Mumbai
29000,560,1,1,Unfurnished,class1,Mumbai
85000,900,2,2,Furnished,class1,Mumbai
55000,856,2,2,Semi-Furnished,class1,Mumbai
90000,900,2,2,Semi-Furnished,class1,Mumbai
10100,650,1,2,Semi-Furnished,class2,Mumbai
13500,690,1,1,Unfurnished,class2,Mumbai
36000,1156,2,2,Furnished,class2,Mumbai
12000,670,1,2,Semi-Furnished,class2,Mumbai
31000,550,1,1,Furnished,class1,Mumbai
28000,730,1,1,Furnished,class2,Mumbai
17000,450,1,1,Furnished,class2,Mumbai
14000,690,1,1,Unfurnished,class2,Mumbai
19000,350,1,1,Furnished,class1,Mumbai
35500,1200,3,3,Semi-Furnished,class2,Mumbai
45000,1250,3,3,Furnished,class2,Mumbai
15000,350,1,1,Furnished,class2,Mumbai
17000,550,1,1,Unfurnished,class2,Mumbai
25000,800,2,2,Semi-Furnished,class2,Mumbai
12000,650,1,2,Unfurnished,class2,Mumbai
25000,950,2,2,Unfurnished,class2,Mumbai
20000,650,1,1,Semi-Furnished,class2,Mumbai
80000,900,2,2,Furnished,class1,Mumbai
85000,850,2,2,Semi-Furnished,class1,Mumbai
60000,650,1,1,Furnished,class1,Mumbai
40000,890,2,2,Semi-Furnished,class2,Mumbai
16000,950,2,2,Semi-Furnished,class2,Mumbai
85000,950,2,2,Furnished,class1,Mumbai
11000,595,1,1,Semi-Furnished,class2,Mumbai
27000,1310,3,3,Furnished,class2,Mumbai
25000,1150,3,2,Furnished,class2,Mumbai
85000,950,2,2,Furnished,class1,Mumbai
40000,555,1,2,Semi-Furnished,class1,Mumbai
40000,780,2,2,Furnished,class1,Mumbai
40000,850,2,1,Semi-Furnished,class2,Mumbai
60000,980,2,2,Semi-Furnished,class1,Mumbai
56000,800,2,2,Semi-Furnished,class1,Mumbai
12000,670,1,2,Semi-Furnished,class2,Mumbai
45000,1275,2,2,Furnished,class2,Mumbai
72000,1400,3,2,Unfurnished,class1,Mumbai
63000,1050,2,2,Semi-Furnished,class1,Mumbai
19500,545,1,1,Semi-Furnished,class2,Mumbai
24000,550,1,1,Furnished,class2,Mumbai
20000,500,1,1,Semi-Furnished,class2,Mumbai
34000,972,2,2,Furnished,class2,Mumbai
18001,340,1,1,Furnished,class1,Mumbai
28000,500,1,1,Furnished,class1,Mumbai
32000,1030,2,2,Furnished,class2,Mumbai
35001,900,2,2,Furnished,class2,Mumbai
28000,1030,2,2,Furnished,class2,Mumbai
17800,410,1,2,Semi-Furnished,class2,Mumbai
40000,900,2,2,Semi-Furnished,class2,Mumbai
49000,1000,2,2,Unfurnished,class2,Mumbai
55000,1000,2,2,Unfurnished,class1,Mumbai
70000,800,2,2,Semi-Furnished,class1,Mumbai
56000,800,2,2,Semi-Furnished,class1,Mumbai
45000,450,1,1,Furnished,class1,Mumbai
44000,750,2,2,Semi-Furnished,class1,Mumbai
29000,590,1,1,Semi-Furnished,class2,Mumbai
35000,615,1,2,Furnished,class1,Mumbai
35000,590,1,1,Furnished,class1,Mumbai
35000,1250,2,2,Semi-Furnished,class2,Mumbai
13500,340,1,1,Unfurnished,class2,Mumbai
23000,550,1,1,Unfurnished,class2,Mumbai
6000,600,1,1,Unfurnished,class3,Mumbai
7000,600,1,2,Unfurnished,class3,Mumbai
22000,550,1,2,Unfurnished,class2,Mumbai
36999,600,1,2,Semi-Furnished,class1,Mumbai
35000,750,2,2,Semi-Furnished,class2,Mumbai
8000,420,1,1,Semi-Furnished,class2,Mumbai
60000,800,2,2,Furnished,class1,Mumbai
20001,350,1,1,Furnished,class1,Mumbai
16000,680,1,1,Furnished,class2,Mumbai
26000,550,1,1,Furnished,class2,Mumbai
12000,690,1,1,Unfurnished,class2,Mumbai
9500,550,1,1,Semi-Furnished,class2,Mumbai
78000,1090,2,2,Furnished,class1,Mumbai
35000,1250,3,3,Semi-Furnished,class2,Mumbai
38000,1120,2,2,Semi-Furnished,class2,Mumbai
12000,650,1,2,Semi-Furnished,class2,Mumbai
14000,340,1,1,Semi-Furnished,class2,Mumbai
28000,590,1,2,Unfurnished,class2,Mumbai
75000,1325,3,3,Semi-Furnished,class1,Mumbai
31000,590,1,2,Unfurnished,class1,Mumbai
55000,980,2,2,Unfurnished,class1,Mumbai
35000,1263,3,3,Semi-Furnished,class2,Mumbai
19500,545,1,1,Semi-Furnished,class2,Mumbai
24000,550,1,1,Furnished,class2,Mumbai
20000,500,1,1,Semi-Furnished,class2,Mumbai
34000,972,2,2,Furnished,class2,Mumbai
20000,1100,2,2,Semi-Furnished,class2,Mumbai
16000,1000,2,1,Semi-Furnished,class2,Mumbai
27000,1000,1,1,Semi-Furnished,class2,Mumbai
32000,1150,2,2,Semi-Furnished,class2,Mumbai
38000,875,2,2,Furnished,class2,Mumbai
80000,900,2,2,Unfurnished,class1,Mumbai
72000,1400,3,2,Unfurnished,class1,Mumbai
63000,1050,2,2,Semi-Furnished,class1,Mumbai
85000,900,2,2,Furnished,class1,Mumbai
19500,545,1,1,Semi-Furnished,class2,Mumbai
24000,550,1,1,Furnished,class2,Mumbai
20000,500,1,1,Semi-Furnished,class2,Mumbai
34000,972,2,2,Furnished,class2,Mumbai
18001,340,1,1,Furnished,class1,Mumbai
28000,500,1,1,Furnished,class1,Mumbai
32000,1030,2,2,Furnished,class2,Mumbai
35001,900,2,2,Furnished,class2,Mumbai
28000,1030,2,2,Furnished,class2,Mumbai
17800,410,1,2,Semi-Furnished,class2,Mumbai
46000,550,1,1,Furnished,class1,Mumbai
13000,670,1,2,Semi-Furnished,class2,Mumbai
11000,550,1,1,Unfurnished,class2,Mumbai
17000,850,2,2,Semi-Furnished,class2,Mumbai
20000,550,1,1,Unfurnished,class2,Mumbai
12000,670,1,2,Semi-Furnished,class2,Mumbai
16000,750,2,2,Furnished,class2,Mumbai
28000,600,1,1,Semi-Furnished,class2,Mumbai
36000,590,1,2,Unfurnished,class1,Mumbai
24000,750,2,1,Furnished,class2,Mumbai
16500,1185,2,2,Unfurnished,class3,Mumbai
16500,1150,2,2,Unfurnished,class3,Mumbai
85000,900,2,2,Furnished,class1,Mumbai
55000,856,2,2,Semi-Furnished,class1,Mumbai
85000,900,2,2,Furnished,class1,Mumbai
85000,900,2,2,Unfurnished,class1,Mumbai
65000,900,2,2,Unfurnished,class1,Mumbai
72000,1200,3,3,Semi-Furnished,class1,Mumbai
45000,450,1,1,Furnished,class1,Mumbai
44000,750,2,2,Semi-Furnished,class1,Mumbai
28000,560,1,1,Semi-Furnished,class2,Mumbai
25000,500,1,1,Unfurnished,class2,Mumbai
18000,650,1,1,Unfurnished,class2,Mumbai
35000,1780,3,3,Furnished,class2,Mumbai
32000,940,2,2,Semi-Furnished,class2,Mumbai
32000,850,2,2,Semi-Furnished,class2,Mumbai
16000,500,1,1,Furnished,class2,Mumbai
48000,590,1,2,Unfurnished,class1,Mumbai
10000,600,1,1,Unfurnished,class2,Mumbai
10000,550,1,1,Semi-Furnished,class2,Mumbai
10000,550,1,1,Semi-Furnished,class2,Mumbai
12000,580,1,1,Semi-Furnished,class2,Mumbai
13000,810,1,2,Semi-Furnished,class2,Mumbai
20000,1100,2,2,Semi-Furnished,class2,Mumbai
16000,1000,2,1,Semi-Furnished,class2,Mumbai
27000,1000,2,3,Semi-Furnished,class2,Mumbai
10000,550,1,1,Semi-Furnished,class2,Mumbai
12000,580,1,1,Semi-Furnished,class2,Mumbai
13000,810,1,2,Semi-Furnished,class2,Mumbai
20000,1100,2,2,Semi-Furnished,class2,Mumbai
16000,1000,2,1,Semi-Furnished,class2,Mumbai
10000,590,1,1,Semi-Furnished,class2,Mumbai
85000,900,2,2,Unfurnished,class1,Mumbai
65000,900,2,2,Unfurnished,class1,Mumbai
72000,1200,3,3,Semi-Furnished,class1,Mumbai
45000,1275,2,2,Furnished,class2,Mumbai
38000,550,1,1,Semi-Furnished,class1,Mumbai
32000,1150,2,2,Semi-Furnished,class2,Mumbai
38000,875,2,2,Furnished,class2,Mumbai
80000,900,2,2,Unfurnished,class1,Mumbai
27000,1000,1,1,Semi-Furnished,class2,Mumbai
30000,500,1,1,Semi-Furnished,class1,Mumbai
52000,990,2,2,Semi-Furnished,class1,Mumbai
30000,650,1,2,Unfurnished,class2,Mumbai
25000,500,1,1,Semi-Furnished,class2,Mumbai
16000,350,1,1,Furnished,class2,Mumbai
45000,1400,3,3,Furnished,class2,Mumbai
30000,500,1,1,Semi-Furnished,class1,Mumbai
27000,1000,2,3,Semi-Furnished,class2,Mumbai
25000,500,1,1,Furnished,class2,Mumbai
52000,990,2,2,Semi-Furnished,class1,Mumbai
30000,650,1,2,Unfurnished,class2,Mumbai
41000,990,2,2,Unfurnished,class2,Mumbai
59000,1050,2,2,Unfurnished,class1,Mumbai
25200,575,1,2,Semi-Furnished,class2,Mumbai
60000,1050,2,2,Unfurnished,class1,Mumbai
22000,450,1,1,Semi-Furnished,class2,Mumbai
32000,940,2,2,Semi-Furnished,class2,Mumbai
32000,850,2,2,Semi-Furnished,class2,Mumbai
16000,500,1,1,Furnished,class2,Mumbai
12500,580,1,1,Unfurnished,class2,Mumbai
21000,350,1,1,Furnished,class1,Mumbai
27000,1045,2,2,Furnished,class2,Mumbai
60000,700,2,2,Furnished,class1,Mumbai
50000,700,2,2,Unfurnished,class1,Mumbai
40000,1200,2,2,Furnished,class2,Mumbai
70000,900,2,2,Unfurnished,class1,Mumbai
58000,1850,3,3,Semi-Furnished,class2,Mumbai
35000,850,2,2,Semi-Furnished,class2,Mumbai
35000,850,1,2,Unfurnished,class2,Mumbai
34000,900,2,2,Semi-Furnished,class2,Mumbai
33000,1000,2,2,Furnished,class2,Mumbai
32000,900,2,2,Semi-Furnished,class2,Mumbai
45000,1200,3,2,Semi-Furnished,class2,Mumbai
45000,1000,2,2,Semi-Furnished,class2,Mumbai
15000,340,1,1,Semi-Furnished,class2,Mumbai
17800,410,1,2,Semi-Furnished,class2,Mumbai
60000,1300,3,3,Furnished,class2,Mumbai
37000,900,2,2,Unfurnished,class2,Mumbai
25000,1150,2,2,Unfurnished,class2,Mumbai
25000,1100,2,2,Semi-Furnished,class2,Mumbai
17500,410,1,2,Unfurnished,class2,Mumbai
17600,395,1,2,Unfurnished,class2,Mumbai
13000,340,1,1,Unfurnished,class2,Mumbai
17500,410,1,2,Unfurnished,class2,Mumbai
72000,1200,3,3,Semi-Furnished,class1,Mumbai
35000,690,2,2,Furnished,class1,Mumbai
35000,900,2,2,Semi-Furnished,class2,Mumbai
49000,1209,3,2,Furnished,class2,Mumbai
32000,554,2,2,Furnished,class1,Mumbai
14000,320,1,1,Furnished,class2,Mumbai
45000,1290,3,2,Unfurnished,class2,Mumbai
21000,450,1,1,Furnished,class2,Mumbai
22000,510,1,1,Semi-Furnished,class2,Mumbai
49000,1285,3,2,Furnished,class2,Mumbai
49000,1200,3,2,Furnished,class2,Mumbai
50000,1320,3,2,Furnished,class2,Mumbai
49000,1100,3,2,Furnished,class2,Mumbai
44000,1230,3,2,Furnished,class2,Mumbai
25000,652,1,1,Furnished,class2,Mumbai
49000,1290,3,2,Furnished,class2,Mumbai
44000,1290,3,2,Furnished,class2,Mumbai
49000,1060,3,2,Furnished,class2,Mumbai
49000,750,3,2,Furnished,class1,Mumbai
67000,1075,2,2,Unfurnished,class1,Mumbai
25000,410,1,1,Furnished,class1,Mumbai
23000,600,1,1,Furnished,class2,Mumbai
17000,430,1,1,Semi-Furnished,class2,Mumbai
45000,1500,2,2,Furnished,class2,Mumbai
45000,1200,2,2,Furnished,class2,Mumbai
65000,2030,3,3,Unfurnished,class2,Mumbai
30000,1060,2,2,Furnished,class2,Mumbai
45000,1310,2,2,Semi-Furnished,class2,Mumbai
40000,1210,2,2,Semi-Furnished,class2,Mumbai
12500,341,1,1,Unfurnished,class2,Mumbai
14000,340,1,1,Unfurnished,class2,Mumbai
17000,1200,2,2,Unfurnished,class3,Mumbai
60000,1300,2,2,Furnished,class2,Mumbai
38000,1250,2,2,Furnished,class2,Mumbai
52000,2205,3,3,Semi-Furnished,class2,Mumbai
18000,410,1,2,Semi-Furnished,class2,Mumbai
50000,700,2,2,Furnished,class1,Mumbai
12000,340,1,2,Unfurnished,class2,Mumbai
13500,340,1,1,Unfurnished,class2,Mumbai
12100,340,1,1,Unfurnished,class2,Mumbai
18000,410,1,2,Semi-Furnished,class2,Mumbai
42000,1134,2,2,Semi-Furnished,class2,Mumbai
18000,820,2,2,Furnished,class2,Mumbai
20000,850,2,2,Unfurnished,class2,Mumbai
49000,640,1,1,Unfurnished,class1,Mumbai
70000,950,2,2,Furnished,class1,Mumbai
65000,650,1,2,Unfurnished,class1,Mumbai
80000,900,2,2,Furnished,class1,Mumbai
50000,675,1,1,Furnished,class1,Mumbai
85000,850,2,2,Furnished,class1,Mumbai
84700,1100,2,2,Furnished,class1,Mumbai
79488,828,2,2,Furnished,class1,Mumbai
65000,700,1,2,Unfurnished,class1,Mumbai
49000,640,1,1,Unfurnished,class1,Mumbai
70000,950,2,2,Furnished,class1,Mumbai
65000,650,1,2,Unfurnished,class1,Mumbai
80000,900,2,2,Furnished,class1,Mumbai
50000,675,1,1,Furnished,class1,Mumbai
85000,850,2,2,Furnished,class1,Mumbai
84700,1100,2,2,Furnished,class1,Mumbai
79488,828,2,2,Furnished,class1,Mumbai
19000,680,1,1,Semi-Furnished,class2,Mumbai
50000,950,2,2,Unfurnished,class1,Mumbai
27000,520,1,1,Semi-Furnished,class1,Mumbai
50000,1200,3,3,Semi-Furnished,class2,Mumbai
85000,850,2,2,Furnished,class1,Mumbai
21000,425,1,1,Semi-Furnished,class2,Mumbai
6000,600,1,1,Semi-Furnished,class3,Mumbai
7000,405,1,1,Semi-Furnished,class2,Mumbai
35000,600,1,2,Semi-Furnished,class1,Mumbai
23000,510,1,2,Unfurnished,class2,Mumbai
32000,1200,2,2,Furnished,class2,Mumbai
46000,750,2,2,Semi-Furnished,class1,Mumbai
32800,400,1,1,Unfurnished,class1,Mumbai
35000,585,2,2,Semi-Furnished,class1,Mumbai
46000,1850,3,3,Semi-Furnished,class2,Mumbai
55000,1850,3,3,Semi-Furnished,class2,Mumbai
35000,570,1,1,Semi-Furnished,class1,Mumbai
21000,425,1,1,Semi-Furnished,class2,Mumbai
6000,600,1,1,Semi-Furnished,class3,Mumbai
7000,405,1,1,Semi-Furnished,class2,Mumbai
20000,400,1,2,Unfurnished,class2,Mumbai
29000,540,1,2,Unfurnished,class1,Mumbai
45000,650,2,2,Semi-Furnished,class1,Mumbai
16000,620,1,1,Unfurnished,class2,Mumbai
60000,750,2,2,Semi-Furnished,class1,Mumbai
45000,750,2,2,Semi-Furnished,class1,Mumbai
35000,750,2,2,Semi-Furnished,class2,Mumbai
18000,700,2,2,Unfurnished,class2,Mumbai
45000,750,2,2,Semi-Furnished,class1,Mumbai
50000,985,2,2,Unfurnished,class1,Mumbai
