rent,area,type,bathrooms,furnished_type,localityclass,city
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
11000,750,3,1,Semi-Furnished,class3,Delhi
20000,1300,3,2,Furnished,class3,Delhi
35000,1200,3,2,Furnished,class2,Delhi
39000,1100,3,2,Semi-Furnished,class2,Delhi
65000,1500,2,2,Semi-Furnished,class2,Delhi
45000,900,2,2,Furnished,class1,Delhi
32500,1100,3,2,Semi-Furnished,class2,Delhi
90000,2800,4,4,Semi-Furnished,class2,Delhi
25000,950,3,2,Semi-Furnished,class2,Delhi
28000,1100,3,2,Semi-Furnished,class2,Delhi
45000,1500,3,3,Furnished,class2,Delhi
85000,2000,3,4,Unfurnished,class2,Delhi
15000,850,2,2,Semi-Furnished,class3,Delhi
50000,2000,4,4,Semi-Furnished,class3,Delhi
67000,1000,2,2,Furnished,class1,Delhi
8500,500,2,1,Semi-Furnished,class3,Delhi
48000,1020,3,3,Furnished,class1,Delhi
20000,810,2,2,Unfurnished,class3,Delhi
